#ZVView-data-copy:   2-Dec-2019 09:34:42
#=======================================
#
#name:   50-SN-0(N,TOT),,SIG
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  4
#ldata:  34401
#data...
#            X         +-dX            Y         +-dY  # Comments...
#          MeV          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
      0.008804            0       3.5078      0.68315  # 1998,J.A.Harvey          ## 14194002  #dY:19.5%
     0.0088063            0       2.6241      0.70667  # 1998,J.A.Harvey          ## 14194002  #dY:26.9%
     0.0088085            0       4.8774      0.70897  # 1998,J.A.Harvey          ## 14194002  #dY:14.5%
     0.0088108            0        3.782      0.64619  # 1998,J.A.Harvey          ## 14194002  #dY:17.1%
     0.0088131            0        3.924      0.62993  # 1998,J.A.Harvey          ## 14194002  #dY:16.1%
     0.0088154            0       3.0371       0.6253  # 1998,J.A.Harvey          ## 14194002  #dY:20.6%
     0.0088176            0       3.2122      0.62526  # 1998,J.A.Harvey          ## 14194002  #dY:19.5%
     0.0088199            0       3.1065      0.59163  # 1998,J.A.Harvey          ## 14194002  #dY:19.0%
     0.0088222            0       4.2652      0.61745  # 1998,J.A.Harvey          ## 14194002  #dY:14.5%
     0.0088245            0       4.5873      0.59773  # 1998,J.A.Harvey          ## 14194002  #dY:13.0%
     0.0088267            0       5.3285      0.58134  # 1998,J.A.Harvey          ## 14194002  #dY:10.9%
      0.008829            0       3.2294      0.61568  # 1998,J.A.Harvey          ## 14194002  #dY:19.1%
     0.0088313            0       3.6636      0.73139  # 1998,J.A.Harvey          ## 14194002  #dY:20.0%
     0.0088336            0       4.0999      0.74036  # 1998,J.A.Harvey          ## 14194002  #dY:18.1%
     0.0088358            0       3.4143      0.63295  # 1998,J.A.Harvey          ## 14194002  #dY:18.5%
     0.0088381            0       3.6681      0.59421  # 1998,J.A.Harvey          ## 14194002  #dY:16.2%
     0.0088404            0       4.6181      0.57415  # 1998,J.A.Harvey          ## 14194002  #dY:12.4%
     0.0088427            0       6.6423      0.59531  # 1998,J.A.Harvey          ## 14194002  #dY:9.0%
      0.008845            0       6.2711      0.56485  # 1998,J.A.Harvey          ## 14194002  #dY:9.0%
     0.0088473            0       4.9828      0.55629  # 1998,J.A.Harvey          ## 14194002  #dY:11.2%
     0.0088496            0       3.2619       0.5097  # 1998,J.A.Harvey          ## 14194002  #dY:15.6%
     0.0088518            0       4.6998      0.60671  # 1998,J.A.Harvey          ## 14194002  #dY:12.9%
     0.0088541            0       3.8626       1.2438  # 1998,J.A.Harvey          ## 14194002  #dY:32.2%
     0.0088564            0       6.4325       1.6415  # 1998,J.A.Harvey          ## 14194002  #dY:25.5%
     0.0088587            0       4.6482       0.8994  # 1998,J.A.Harvey          ## 14194002  #dY:19.3%
      0.008861            0       4.2642       0.7365  # 1998,J.A.Harvey          ## 14194002  #dY:17.3%
     0.0088633            0       3.6524      0.81306  # 1998,J.A.Harvey          ## 14194002  #dY:22.3%
     0.0088656            0       5.1978        1.193  # 1998,J.A.Harvey          ## 14194002  #dY:23.0%
     0.0088679            0       5.7931       1.0633  # 1998,J.A.Harvey          ## 14194002  #dY:18.4%
     0.0088702            0       3.3047      0.76693  # 1998,J.A.Harvey          ## 14194002  #dY:23.2%
     0.0088725            0       4.8709       0.7076  # 1998,J.A.Harvey          ## 14194002  #dY:14.5%
     0.0088748            0       8.0844      0.72591  # 1998,J.A.Harvey          ## 14194002  #dY:9.0%
      0.008877            0       8.0816      0.72246  # 1998,J.A.Harvey          ## 14194002  #dY:8.9%
     0.0088793            0       5.4627      0.67329  # 1998,J.A.Harvey          ## 14194002  #dY:12.3%
     0.0088816            0        4.716      0.61388  # 1998,J.A.Harvey          ## 14194002  #dY:13.0%
     0.0088839            0       3.2981      0.59449  # 1998,J.A.Harvey          ## 14194002  #dY:18.0%
     0.0088862            0       3.9199      0.61593  # 1998,J.A.Harvey          ## 14194002  #dY:15.7%
     0.0088885            0       3.2473      0.60524  # 1998,J.A.Harvey          ## 14194002  #dY:18.6%
     0.0088908            0        4.659       0.6074  # 1998,J.A.Harvey          ## 14194002  #dY:13.0%
     0.0088932            0       1.6627      0.56847  # 1998,J.A.Harvey          ## 14194002  #dY:34.2%
     0.0088955            0       4.1679      0.57655  # 1998,J.A.Harvey          ## 14194002  #dY:13.8%
     0.0088978            0       5.9365      0.96025  # 1998,J.A.Harvey          ## 14194002  #dY:16.2%
     0.0089001            0       2.5216       1.4888  # 1998,J.A.Harvey          ## 14194002  #dY:59.0%
     0.0089024            0       4.2532      0.99064  # 1998,J.A.Harvey          ## 14194002  #dY:23.3%
     0.0089047            0       4.3364      0.80908  # 1998,J.A.Harvey          ## 14194002  #dY:18.7%
      0.008907            0       4.2355      0.79721  # 1998,J.A.Harvey          ## 14194002  #dY:18.8%
     0.0089093            0       2.0302      0.74751  # 1998,J.A.Harvey          ## 14194002  #dY:36.8%
     0.0089116            0        3.845      0.73009  # 1998,J.A.Harvey          ## 14194002  #dY:19.0%
     0.0089139            0       6.9124      0.71027  # 1998,J.A.Harvey          ## 14194002  #dY:10.3%
     0.0089162            0       4.7764      0.66238  # 1998,J.A.Harvey          ## 14194002  #dY:13.9%
     0.0089185            0       4.6114      0.66067  # 1998,J.A.Harvey          ## 14194002  #dY:14.3%
     0.0089209            0       3.5845      0.66267  # 1998,J.A.Harvey          ## 14194002  #dY:18.5%
     0.0089232            0       5.3705      0.66238  # 1998,J.A.Harvey          ## 14194002  #dY:12.3%
     0.0089255            0       5.8077      0.66767  # 1998,J.A.Harvey          ## 14194002  #dY:11.5%
     0.0089278            0       8.9759      0.69646  # 1998,J.A.Harvey          ## 14194002  #dY:7.8%
     0.0089301            0       14.313      0.84089  # 1998,J.A.Harvey          ## 14194002  #dY:5.9%
     0.0089324            0        12.17      0.82596  # 1998,J.A.Harvey          ## 14194002  #dY:6.8%
     0.0089348            0       7.9309      0.75554  # 1998,J.A.Harvey          ## 14194002  #dY:9.5%
     0.0089371            0         4.47      0.66144  # 1998,J.A.Harvey          ## 14194002  #dY:14.8%
     0.0089394            0       5.2628      0.58797  # 1998,J.A.Harvey          ## 14194002  #dY:11.2%
     0.0089417            0       6.1466      0.60301  # 1998,J.A.Harvey          ## 14194002  #dY:9.8%
      0.008944            0       6.6207      0.61312  # 1998,J.A.Harvey          ## 14194002  #dY:9.3%
     0.0089464            0       8.5049      0.62376  # 1998,J.A.Harvey          ## 14194002  #dY:7.3%
     0.0089487            0       10.417      0.63614  # 1998,J.A.Harvey          ## 14194002  #dY:6.1%
      0.008951            0       14.809      0.75551  # 1998,J.A.Harvey          ## 14194002  #dY:5.1%
     0.0089533            0       22.613       1.1967  # 1998,J.A.Harvey          ## 14194002  #dY:5.3%
     0.0089557            0       27.308       2.2298  # 1998,J.A.Harvey          ## 14194002  #dY:8.2%
      0.008958            0       24.612       2.2371  # 1998,J.A.Harvey          ## 14194002  #dY:9.1%
     0.0089615            0       54.521       8.9316  # 1998,J.A.Harvey          ## 14194002  #dY:16.4%
      0.008965            0       38.092       2.0825  # 1998,J.A.Harvey          ## 14194002  #dY:5.5%
     0.0089673            0        35.15       1.9329  # 1998,J.A.Harvey          ## 14194002  #dY:5.5%
     0.0089696            0       29.557       1.7872  # 1998,J.A.Harvey          ## 14194002  #dY:6.0%
      0.008972            0       22.754       2.1357  # 1998,J.A.Harvey          ## 14194002  #dY:9.4%
     0.0089743            0       25.319       3.0089  # 1998,J.A.Harvey          ## 14194002  #dY:11.9%
     0.0089766            0       18.883       1.7808  # 1998,J.A.Harvey          ## 14194002  #dY:9.4%
      0.008979            0       13.588       1.1192  # 1998,J.A.Harvey          ## 14194002  #dY:8.2%
     0.0089813            0       13.054      0.92207  # 1998,J.A.Harvey          ## 14194002  #dY:7.1%
     0.0089837            0       10.106      0.81716  # 1998,J.A.Harvey          ## 14194002  #dY:8.1%
      0.008986            0        8.752      0.79937  # 1998,J.A.Harvey          ## 14194002  #dY:9.1%
     0.0089883            0       11.188      0.75546  # 1998,J.A.Harvey          ## 14194002  #dY:6.8%
     0.0089907            0       9.2299      0.73636  # 1998,J.A.Harvey          ## 14194002  #dY:8.0%
      0.008993            0       10.537      0.77324  # 1998,J.A.Harvey          ## 14194002  #dY:7.3%
     0.0089954            0       13.818      0.82622  # 1998,J.A.Harvey          ## 14194002  #dY:6.0%
     0.0089977            0       14.051      0.83178  # 1998,J.A.Harvey          ## 14194002  #dY:5.9%
     0.0090001            0       10.397      0.72409  # 1998,J.A.Harvey          ## 14194002  #dY:7.0%
     0.0090024            0       10.842      0.74262  # 1998,J.A.Harvey          ## 14194002  #dY:6.8%
     0.0090047            0       10.173      0.74895  # 1998,J.A.Harvey          ## 14194002  #dY:7.4%
     0.0090071            0       9.2477      0.75067  # 1998,J.A.Harvey          ## 14194002  #dY:8.1%
     0.0090094            0       7.6264      0.69933  # 1998,J.A.Harvey          ## 14194002  #dY:9.2%
     0.0090118            0       10.398      0.67077  # 1998,J.A.Harvey          ## 14194002  #dY:6.5%
     0.0090141            0       8.6235      0.70655  # 1998,J.A.Harvey          ## 14194002  #dY:8.2%
     0.0090165            0       7.6273      0.68188  # 1998,J.A.Harvey          ## 14194002  #dY:8.9%
     0.0090188            0       7.0036      0.63734  # 1998,J.A.Harvey          ## 14194002  #dY:9.1%
     0.0090212            0       6.9031      0.66245  # 1998,J.A.Harvey          ## 14194002  #dY:9.6%
     0.0090235            0       6.4097      0.80819  # 1998,J.A.Harvey          ## 14194002  #dY:12.6%
     0.0090259            0       8.2516      0.97946  # 1998,J.A.Harvey          ## 14194002  #dY:11.9%
     0.0090283            0       6.1261       1.1702  # 1998,J.A.Harvey          ## 14194002  #dY:19.1%
     0.0090306            0       5.2618       1.1239  # 1998,J.A.Harvey          ## 14194002  #dY:21.4%
      0.009033            0       6.3613       1.0062  # 1998,J.A.Harvey          ## 14194002  #dY:15.8%
     0.0090353            0       8.7786      0.87625  # 1998,J.A.Harvey          ## 14194002  #dY:10.0%
     0.0090377            0       6.7115      0.70048  # 1998,J.A.Harvey          ## 14194002  #dY:10.4%
       0.00904            0        6.337      0.64838  # 1998,J.A.Harvey          ## 14194002  #dY:10.2%
     0.0090424            0       8.1343      0.64282  # 1998,J.A.Harvey          ## 14194002  #dY:7.9%
     0.0090448            0       5.6494      0.70228  # 1998,J.A.Harvey          ## 14194002  #dY:12.4%
     0.0090471            0       6.7213      0.79258  # 1998,J.A.Harvey          ## 14194002  #dY:11.8%
     0.0090495            0       6.5361      0.66977  # 1998,J.A.Harvey          ## 14194002  #dY:10.2%
     0.0090519            0        6.657      0.61539  # 1998,J.A.Harvey          ## 14194002  #dY:9.2%
     0.0090542            0       6.2608      0.58001  # 1998,J.A.Harvey          ## 14194002  #dY:9.3%
     0.0090566            0       5.3838      0.56344  # 1998,J.A.Harvey          ## 14194002  #dY:10.5%
      0.009059            0       6.1783      0.54301  # 1998,J.A.Harvey          ## 14194002  #dY:8.8%
     0.0090613            0       6.4512      0.53679  # 1998,J.A.Harvey          ## 14194002  #dY:8.3%
     0.0090637            0       6.5259      0.62429  # 1998,J.A.Harvey          ## 14194002  #dY:9.6%
     0.0090661            0      0.47501       1.3243  # 1998,J.A.Harvey          ## 14194002  #dY:278.8%
     0.0090684            0       9.3243       1.8874  # 1998,J.A.Harvey          ## 14194002  #dY:20.2%
     0.0090708            0       9.3026       1.1975  # 1998,J.A.Harvey          ## 14194002  #dY:12.9%
     0.0090732            0       6.2856      0.80293  # 1998,J.A.Harvey          ## 14194002  #dY:12.8%
     0.0090756            0       6.8224      0.73278  # 1998,J.A.Harvey          ## 14194002  #dY:10.7%
     0.0090779            0        4.988      0.69251  # 1998,J.A.Harvey          ## 14194002  #dY:13.9%
     0.0090803            0       6.7736      0.81075  # 1998,J.A.Harvey          ## 14194002  #dY:12.0%
     0.0090827            0       6.2494      0.88647  # 1998,J.A.Harvey          ## 14194002  #dY:14.2%
     0.0090851            0       5.0188      0.80767  # 1998,J.A.Harvey          ## 14194002  #dY:16.1%
     0.0090874            0       5.2701      0.73504  # 1998,J.A.Harvey          ## 14194002  #dY:13.9%
     0.0090898            0       3.7372      0.82833  # 1998,J.A.Harvey          ## 14194002  #dY:22.2%
     0.0090922            0       5.7758      0.74604  # 1998,J.A.Harvey          ## 14194002  #dY:12.9%
     0.0090946            0       6.3648      0.67073  # 1998,J.A.Harvey          ## 14194002  #dY:10.5%
      0.009097            0       6.7313      0.64236  # 1998,J.A.Harvey          ## 14194002  #dY:9.5%
     0.0090993            0       5.6367       0.6705  # 1998,J.A.Harvey          ## 14194002  #dY:11.9%
     0.0091017            0       5.8956      0.79714  # 1998,J.A.Harvey          ## 14194002  #dY:13.5%
     0.0091041            0       5.6559      0.79768  # 1998,J.A.Harvey          ## 14194002  #dY:14.1%
     0.0091065            0       6.9976      0.69506  # 1998,J.A.Harvey          ## 14194002  #dY:9.9%
     0.0091089            0       7.0939      0.65066  # 1998,J.A.Harvey          ## 14194002  #dY:9.2%
     0.0091113            0       5.8234      0.63337  # 1998,J.A.Harvey          ## 14194002  #dY:10.9%
     0.0091137            0        5.639      0.65504  # 1998,J.A.Harvey          ## 14194002  #dY:11.6%
     0.0091161            0       6.0304      0.64802  # 1998,J.A.Harvey          ## 14194002  #dY:10.7%
     0.0091184            0       5.4598      0.61219  # 1998,J.A.Harvey          ## 14194002  #dY:11.2%
     0.0091208            0       6.5198      0.60147  # 1998,J.A.Harvey          ## 14194002  #dY:9.2%
     0.0091232            0       6.3952      0.62195  # 1998,J.A.Harvey          ## 14194002  #dY:9.7%
     0.0091256            0       6.8387      0.63843  # 1998,J.A.Harvey          ## 14194002  #dY:9.3%
      0.009128            0       7.4349      0.65943  # 1998,J.A.Harvey          ## 14194002  #dY:8.9%
     0.0091304            0       7.4095      0.63777  # 1998,J.A.Harvey          ## 14194002  #dY:8.6%
     0.0091328            0       7.7723      0.63618  # 1998,J.A.Harvey          ## 14194002  #dY:8.2%
     0.0091352            0       6.7899      0.60141  # 1998,J.A.Harvey          ## 14194002  #dY:8.9%
     0.0091376            0       6.9461      0.57966  # 1998,J.A.Harvey          ## 14194002  #dY:8.3%
       0.00914            0       5.4766      0.55878  # 1998,J.A.Harvey          ## 14194002  #dY:10.2%
     0.0091424            0       6.1346      0.55696  # 1998,J.A.Harvey          ## 14194002  #dY:9.1%
     0.0091472            0       5.6694      0.32384  # 1998,J.A.Harvey          ## 14194002  #dY:5.7%
     0.0091544            0       6.1616      0.46861  # 1998,J.A.Harvey          ## 14194002  #dY:7.6%
     0.0091616            0       6.2059      0.41183  # 1998,J.A.Harvey          ## 14194002  #dY:6.6%
     0.0091689            0        5.749      0.29202  # 1998,J.A.Harvey          ## 14194002  #dY:5.1%
     0.0091737            0       5.9354      0.74361  # 1998,J.A.Harvey          ## 14194002  #dY:12.5%
     0.0091761            0      -0.4844       2.5931  # 1998,J.A.Harvey          ## 14194002  #dY:535.3%
     0.0091785            0       5.9324       2.0029  # 1998,J.A.Harvey          ## 14194002  #dY:33.8%
     0.0091809            0        9.177       1.2871  # 1998,J.A.Harvey          ## 14194002  #dY:14.0%
     0.0091834            0       5.7978       1.0714  # 1998,J.A.Harvey          ## 14194002  #dY:18.5%
     0.0091858            0       5.9591      0.91676  # 1998,J.A.Harvey          ## 14194002  #dY:15.4%
     0.0091882            0       6.8307       0.7909  # 1998,J.A.Harvey          ## 14194002  #dY:11.6%
     0.0091906            0       4.0518      0.75174  # 1998,J.A.Harvey          ## 14194002  #dY:18.6%
      0.009193            0       5.0816      0.75299  # 1998,J.A.Harvey          ## 14194002  #dY:14.8%
     0.0091955            0       5.3174      0.74462  # 1998,J.A.Harvey          ## 14194002  #dY:14.0%
     0.0091979            0       5.0697       0.8057  # 1998,J.A.Harvey          ## 14194002  #dY:15.9%
